2024-08-03 20:08:54,997 INFO    StreamThr :197655 [internal.py:wandb_internal():87] W&B internal server running at pid: 197655, started at: 2024-08-03 20:08:54.997136
2024-08-03 20:08:54,999 DEBUG   HandlerThread:197655 [handler.py:handle_request():144] handle_request: status
2024-08-03 20:08:55,001 INFO    WriterThread:197655 [datastore.py:open_for_write():85] open: /home/lucas/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240803_200854-2ambesr8/run-2ambesr8.wandb
2024-08-03 20:08:55,001 DEBUG   SenderThread:197655 [sender.py:send():334] send: header
2024-08-03 20:08:55,003 DEBUG   SenderThread:197655 [sender.py:send():334] send: run
2024-08-03 20:08:55,307 INFO    SenderThread:197655 [dir_watcher.py:__init__():216] watching files in: /home/lucas/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240803_200854-2ambesr8/files
2024-08-03 20:08:55,307 INFO    SenderThread:197655 [sender.py:_start_run_threads():1065] run started: 2ambesr8 with start time 1722730134.996261
2024-08-03 20:08:55,307 DEBUG   SenderThread:197655 [sender.py:send_request():361] send_request: summary_record
2024-08-03 20:08:55,307 INFO    SenderThread:197655 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-08-03 20:08:55,307 DEBUG   HandlerThread:197655 [handler.py:handle_request():144] handle_request: check_version
2024-08-03 20:08:55,308 DEBUG   SenderThread:197655 [sender.py:send_request():361] send_request: check_version
2024-08-03 20:08:55,410 DEBUG   HandlerThread:197655 [handler.py:handle_request():144] handle_request: run_start
2024-08-03 20:08:55,413 ERROR   HandlerThread:197655 [gpu.py:is_available():351] Error initializing NVML: Not Supported
2024-08-03 20:08:55,414 DEBUG   HandlerThread:197655 [system_info.py:__init__():31] System info init
2024-08-03 20:08:55,414 DEBUG   HandlerThread:197655 [system_info.py:__init__():46] System info init done
2024-08-03 20:08:55,414 INFO    HandlerThread:197655 [system_monitor.py:start():151] Starting system monitor
2024-08-03 20:08:55,414 INFO    SystemMonitor:197655 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-08-03 20:08:55,414 INFO    HandlerThread:197655 [system_monitor.py:probe():172] Collecting system info
2024-08-03 20:08:55,415 INFO    SystemMonitor:197655 [interfaces.py:start():168] Started cpu
2024-08-03 20:08:55,415 INFO    SystemMonitor:197655 [interfaces.py:start():168] Started disk
2024-08-03 20:08:55,417 INFO    SystemMonitor:197655 [interfaces.py:start():168] Started memory
2024-08-03 20:08:55,418 INFO    SystemMonitor:197655 [interfaces.py:start():168] Started network
2024-08-03 20:08:55,420 DEBUG   HandlerThread:197655 [system_info.py:probe():195] Probing system
2024-08-03 20:08:55,446 DEBUG   HandlerThread:197655 [system_info.py:_probe_git():180] Probing git
2024-08-03 20:08:55,452 DEBUG   HandlerThread:197655 [system_info.py:_probe_git():188] Probing git done
2024-08-03 20:08:55,452 DEBUG   HandlerThread:197655 [system_info.py:probe():241] Probing system done
2024-08-03 20:08:55,452 DEBUG   HandlerThread:197655 [system_monitor.py:probe():181] {'os': 'Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-08-04T00:08:55.420337', 'startedAt': '2024-08-04T00:08:54.992459', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'sample.csv:latest', '--output_artifact', 'clean_sample.csv', '--output_type', 'clean_sample', '--output_description', 'Data with outliers and null values removed', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/home/lucas/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/run.py', 'codePath': 'src/basic_cleaning/run.py', 'git': {'remote': 'https://github.com/lboy107/Project-Build-an-ML-Pipeline-Starter.git', 'commit': 'add75763136416a6e6e89c6aa85b212b68c2c402'}, 'email': 'lboy107@wgu.edu', 'root': '/home/lucas/Project-Build-an-ML-Pipeline-Starter', 'host': 'DESKTOP-E71BQ95', 'username': 'lucas', 'executable': '/home/lucas/miniconda3/envs/mlflow-19707c3818ce7e70ccc2f8b703046ae5d9c85174/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2304.0, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}, {'current': 2304.0, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 20.007400512695312}, 'memory': {'total': 15.48470687866211}}
2024-08-03 20:08:55,452 INFO    HandlerThread:197655 [system_monitor.py:probe():182] Finished collecting system info
2024-08-03 20:08:55,452 INFO    HandlerThread:197655 [system_monitor.py:probe():185] Publishing system info
2024-08-03 20:08:55,452 DEBUG   HandlerThread:197655 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-08-03 20:08:55,452 DEBUG   HandlerThread:197655 [system_info.py:_save_pip():67] Saving pip packages done
2024-08-03 20:08:55,452 DEBUG   HandlerThread:197655 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-08-03 20:08:55,877 DEBUG   HandlerThread:197655 [system_info.py:_save_conda():86] Saving conda packages done
2024-08-03 20:08:55,877 INFO    HandlerThread:197655 [system_monitor.py:probe():187] Finished publishing system info
2024-08-03 20:08:55,879 DEBUG   SenderThread:197655 [sender.py:send():334] send: files
2024-08-03 20:08:55,879 INFO    SenderThread:197655 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-08-03 20:08:55,883 DEBUG   HandlerThread:197655 [handler.py:handle_request():144] handle_request: stop_status
2024-08-03 20:08:55,883 DEBUG   SenderThread:197655 [sender.py:send_request():361] send_request: stop_status
2024-08-03 20:08:56,028 DEBUG   SenderThread:197655 [sender.py:send():334] send: telemetry
2024-08-03 20:08:56,028 DEBUG   SenderThread:197655 [sender.py:send():334] send: config
2024-08-03 20:08:56,265 DEBUG   SenderThread:197655 [sender.py:send():334] send: use_artifact
2024-08-03 20:08:56,311 INFO    Thread-12 :197655 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lucas/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240803_200854-2ambesr8/files/output.log
2024-08-03 20:08:56,312 INFO    Thread-12 :197655 [dir_watcher.py:_on_file_created():275] file/dir created: /home/lucas/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240803_200854-2ambesr8/files/wandb-metadata.json
