2024-08-03 18:08:18,209 INFO    StreamThr :156749 [internal.py:wandb_internal():87] W&B internal server running at pid: 156749, started at: 2024-08-03 18:08:18.209349
2024-08-03 18:08:18,212 DEBUG   HandlerThread:156749 [handler.py:handle_request():144] handle_request: status
2024-08-03 18:08:18,213 INFO    WriterThread:156749 [datastore.py:open_for_write():85] open: /home/lucas/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240803_180818-ggofwy22/run-ggofwy22.wandb
2024-08-03 18:08:18,213 DEBUG   SenderThread:156749 [sender.py:send():334] send: header
2024-08-03 18:08:18,215 DEBUG   SenderThread:156749 [sender.py:send():334] send: run
2024-08-03 18:08:18,666 INFO    SenderThread:156749 [dir_watcher.py:__init__():216] watching files in: /home/lucas/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240803_180818-ggofwy22/files
2024-08-03 18:08:18,666 INFO    SenderThread:156749 [sender.py:_start_run_threads():1065] run started: ggofwy22 with start time 1722722898.208617
2024-08-03 18:08:18,667 DEBUG   SenderThread:156749 [sender.py:send_request():361] send_request: summary_record
2024-08-03 18:08:18,667 INFO    SenderThread:156749 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-08-03 18:08:18,669 DEBUG   HandlerThread:156749 [handler.py:handle_request():144] handle_request: check_version
2024-08-03 18:08:18,669 DEBUG   SenderThread:156749 [sender.py:send_request():361] send_request: check_version
2024-08-03 18:08:18,773 DEBUG   HandlerThread:156749 [handler.py:handle_request():144] handle_request: run_start
2024-08-03 18:08:18,777 ERROR   HandlerThread:156749 [gpu.py:is_available():351] Error initializing NVML: Not Supported
2024-08-03 18:08:18,778 DEBUG   HandlerThread:156749 [system_info.py:__init__():31] System info init
2024-08-03 18:08:18,778 DEBUG   HandlerThread:156749 [system_info.py:__init__():46] System info init done
2024-08-03 18:08:18,778 INFO    HandlerThread:156749 [system_monitor.py:start():151] Starting system monitor
2024-08-03 18:08:18,778 INFO    SystemMonitor:156749 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-08-03 18:08:18,778 INFO    HandlerThread:156749 [system_monitor.py:probe():172] Collecting system info
2024-08-03 18:08:18,779 INFO    SystemMonitor:156749 [interfaces.py:start():168] Started cpu
2024-08-03 18:08:18,780 INFO    SystemMonitor:156749 [interfaces.py:start():168] Started disk
2024-08-03 18:08:18,781 INFO    SystemMonitor:156749 [interfaces.py:start():168] Started memory
2024-08-03 18:08:18,782 INFO    SystemMonitor:156749 [interfaces.py:start():168] Started network
2024-08-03 18:08:18,784 DEBUG   HandlerThread:156749 [system_info.py:probe():195] Probing system
2024-08-03 18:08:18,813 DEBUG   HandlerThread:156749 [system_info.py:_probe_git():180] Probing git
2024-08-03 18:08:18,818 DEBUG   HandlerThread:156749 [system_info.py:_probe_git():188] Probing git done
2024-08-03 18:08:18,818 DEBUG   HandlerThread:156749 [system_info.py:probe():241] Probing system done
